Section,Field Name,Field Description
OFFERING,SALESAMTCLARIFICATIONOFRESP,Clarification of Response (if Necessary) ALPHANUMERIC 255 Yes
OFFERING,HASNONACCREDITEDINVESTORS,Select if securities in the offering have been or may be sold to persons who do not qualify as accredited investors ALPHANUMERIC 5 No
OFFERING,NUMBERNONACCREDITEDINVESTORS,Number of such non - accredited investors who already have invested in the offering NUMERIC 19 Yes Field Name Field Description Format Max Size May be
OFFERING,NULL,Key
OFFERING,TOTALNUMBERALREADYINVESTED,"Regardless of whether securities in the offering have been or may be sold to persons who do not qualify as accredited investors, enter the total number of inves tors who already have invested in the offering. NUMERIC 19 No"
OFFERING,SALESCOMM_DOLLARAMOUNT,"Sales Commissions,"
OFFERING,USD,NUMERIC 12 No
OFFERING,SALESCOMM_ISESTIMATE,Estimate ALPHANUMERIC 5 Yes
OFFERING,FINDERSFEE_DOLLARAMOUNT,Finders Fee USD NUMERIC 12 No
OFFERING,FINDERSFEE_ISESTIMATE,Estimate ALPHANUMERIC 5 Yes
OFFERING,FINDERFEECLARIFICATIONOFRESP,Clarification of Response (if Necessary) ALPHANUMERIC 255 Yes
OFFERING,GROSSPROCEEDSUSED_DOLLARAMOUNT,"Provide the amount of the gross proceeds of the offering that has been or is proposed to be used for payments to any of the persons required to be named as executive officers, directors, or promoters in response to Item 3 above. If the amount is unknown, provide an estimate and check the box next to the amount. USD NUMERIC 12 No"
OFFERING,GROSSPROCEEDSUSED_ISESTIMATE,Estimate ALPHANUMERIC 5 Yes
OFFERING,GROSSPROCEEDSUSED_CLAROFRESP,Clarification of Response (if Necessary) ALPHANUMERIC 255 Yes
OFFERING,AUTHORIZEDREPRESENTATIVE,I also am a duly authorized representative of the other Issuer(s) in Item 1 above and authorized to sign on their behalf. ALPHANUMERIC 5 Yes 5.4 RECIPIENTS The RECIPIENTS data file contains the recipients information.
RECIPIENTS,NULL,Key
RECIPIENTS,ACCESSIONNUMBER,The 20 -character string formed from the 18- digit number assigned by the Commission to each EDGAR submission. ALPHANUMERIC (nnnnnnnnnn- nn- nnnnnn) 20 No *
RECIPIENTS,RECIPIENT_SEQ_KEY,Recipient index key. NUMERIC 38 No *
RECIPIENTS,RECIPIENTNAME,Recipient ALPHANUMERIC 150 No
RECIPIENTS,RECIPIENTCRDNUMBER,Recipient CRD Number ALPHANUMERIC 9 No
RECIPIENTS,ASSOCIATEDBDNAME,(Associated) Broker or Dealer ALPHANUMERIC 150 No
RECIPIENTS,ASSOCIATEDBDCRDNUMBER,(Associated) Broker or Dealer
RECIPIENTS,CRD,Number ALPHANUMERIC 9 No
RECIPIENTS,STREET1,Street Address 1 ALPHANUMERIC 40 No
RECIPIENTS,STREET2,Street Address 2 ALPHANUMERIC 40 Yes
RECIPIENTS,CITY,City ALPHANUMERIC 30 No
RECIPIENTS,STATEORCOUNTRY,State/Province/Country ALPHANUMERIC 255 No
RECIPIENTS,STATEORCOUNTRYDESCRIPTION,Full name of the country or state ALPHANUMERIC 50 Yes
RECIPIENTS,ZIPCODE,Zip/Postal Code ALPHANUMERIC 10 No
RECIPIENTS,STATES_OR_VALUE_LIST,List of States or Countries of Recipients ALPHANUMERIC 1000 Yes
RECIPIENTS,DESCRIPTIONS_LIST,Full name of States or Countries of Recipients ALPHANUMERIC 1000 Yes
RECIPIENTS,FOREIGNSOLICITATION,Selected if the recipient has solicited sales in foreign countries. ALPHANUMERIC 5 Yes 5.5 RELATEDPERSONS The RELATEDPERSONS data file provides information of related persons with the submission.
RELATEDPERSONS,NULL,Key
RELATEDPERSONS,ACCESSIONNUMBER,The 20 -character string formed from the 18- digit number assigned by the Commission to each EDGAR submission. ALPHANUMERIC (nnnnnnnnnn- nn- nnnnnn) 20 No *
RELATEDPERSONS,RELATEDPERSON_SEQ_KEY,Related person index key. NUMERIC 38 No *
RELATEDPERSONS,FIRSTNAME,First Name ALPHANUMERIC 150 No
RELATEDPERSONS,MIDDLENAME,Middle Name ALPHANUMERIC 150 Yes Field Name Field Description Format Max Size May be
RELATEDPERSONS,NULL,Key
RELATEDPERSONS,LASTNAME,Last Name ALPHANUMERIC 150 No
RELATEDPERSONS,STREET1,Street Address 1 ALPHANUMERIC 40 No
RELATEDPERSONS,STREET2,Street Address 2 ALPHANUMERIC 40 Yes
RELATEDPERSONS,CITY,City ALPHANUMERIC 30 No
RELATEDPERSONS,STATEORCOUNTRY,State/Province/Country ALPHANUMERIC 255 No
RELATEDPERSONS,STATEORCOUNTRYDESCRIPTION,Full name of the country or state ALPHANUMERIC 50 Yes
RELATEDPERSONS,ZIPCODE,Zip/Postal Code ALPHANUMERIC 10 No
RELATEDPERSONS,RELATIONSHIP_1,"Relationship of related person to issuer consisting of Executive Officer, Director, or Promoter. ALPHANUMERIC 255 Yes"
RELATEDPERSONS,RELATIONSHIP_2,"Relationship of related person to issuer consisting of Executive Officer, Director, or Promoter. ALPHANUMERIC 255 Yes"
RELATEDPERSONS,RELATIONSHIP_3,"Relationship of related person to issuer consisting of Executive Officer, Director, or Promoter. ALPHANUMERIC 255 Yes"
RELATEDPERSONS,RELATIONSHIPCLARIFICATION,Clarification of Response (if Necessary) ALPHANUMERIC 255 Yes 5.6 SIGNATURES The SIGNATURES data file provides data for the submission person signature.
SIGNATURES,NULL,Key
SIGNATURES,ACCESSIONNUMBER,The 20 -character string formed from the 18- digit number assigned by the Commission to each EDGAR submission. ALPHANUMERIC (nnnnnnnnnn- nn- nnnnnn) 20 No *
SIGNATURES,SIGNATURE_SEQ_KEY,Signature index key. NUMERIC 38 No *
SIGNATURES,ISSUERNAME,Name of Issuer ALPHANUMERIC 150 No
SIGNATURES,SIGNATURENAME,Name of signature ALPHANUMERIC 30 No
SIGNATURES,NAMEOFSIGNER,Full name of person signing the form. ALPHANUMERIC 150 No
SIGNATURES,SIGNATURETITLE,Title of person signing the form. ALPHANUMERIC 60 No
SIGNATURES,SIGNATUREDATE,Date of signature. ALPHANUMERIC 255 No 6 Appendix
SIGNATURES,U.S.,"State/Country Codes and Descriptions US State / Country Codes Descriptions AL ALABAMA AK ALASKA AZ ARIZONA AR ARKANSAS CA CALIFORNIA CO COLORADO CT CONNECTICUT DE DELAWARE DC DISTRICT OF COLUMBIA FL FLORIDA GA GEORGIA GU GUAM HI HAWAII ID IDAHO IL ILLINOIS IN INDIANA IA IOWA KS KANSAS KY KENTUCKY LA LOUISIANA ME MAINE MD MARYLAND MA MASSACHUSETTS MI MICHIGAN MN MINNESOTA MS MISSISSIPPI MO MISSOURI MT MONTANA NE NEBRASKA NV NEVADA NH NEW HAMPSHIRE NJ NEW JERSEY NM NEW MEXICO NY NEW YORK NC NORTH CAROLINA ND NORTH DAKOTA OH OHIO OK OKLAHOMA OR OREGON PA PENNSYLVANIA RI RHODE ISLAND SC SOUTH CAROLINA SD SOUTH DAKOTA TN TENNESSEE TX TEXAS UT UTAH VT VERMONT VA VIRGINIA WA WASHINGTON WV WEST VIRGINIA WI WISCONSIN WY WYOMING PR PUERTO RICO VI VIRGIN ISLANDS, U.S. A0 ALBERTA, CANADA A1 BRITISH COLUMBIA, CANADA Z4 CANADA (FEDERAL LEVEL) A2 MANITOBA, CANADA A3 NEW BRUNSWICK, CANADA A4 NEWFOUNDLAND, CANADA A5 NOVA SCOTIA, CANADA A6 ONTARIO, CANADA A7 PRINCE EDWARD ISLAND, CANADA A8 QUEBEC, CANADA A9 SASKATCHEWAN, CANADA B0 YUKON, CANADA B2 AFGHANISTAN Y6 ALAND ISLANDS B3 ALBANIA B4 ALGERIA B5 AMERICAN SAMOA B6 ANDORRA B7 ANGOLA 1A ANGUILLA B8 ANTARCTICA B9 ANTIGUA AND BARBUDA C1 ARGENTINA 1B ARMENIA 1C ARUBA C3 AUSTRALIA C4 AUSTRIA 1D AZERBAIJAN C5 BAHAMAS C6 BAHRAIN C7 BANGLADESH C8 BARBADOS 1F BELARUS C9 BELGIUM D1 BELIZE G6 BENIN D0 BERMUDA D2 BHUTAN D3 BOLIVIA 1E BOSNIA AND HERZEGOVINA B1 BOTSWANA D4 BOUVET ISLAND D5 BRAZIL D6 BRITISH INDIAN OCEAN TERRITORY D9 BRUNEI DARUSSALAM E0 BULGARIA X2 BURKINA FASO E2 BURUNDI E3 CAMBODIA E4 CAMEROON E8 CAPE VERDE E9 CAYMAN ISLANDS F0 CENTRAL AFRICAN REPUBLIC F2 CHAD F3 CHILE F4 CHINA F6 CHRISTMAS ISLAND F7 COCOS (KEELING) ISLANDS F8 COLOMBIA F9 COMOROS G0 CONGO Y3 CONGO, THE DEMOCRATIC REPUBLIC OF THE G1 COOK ISLANDS G2 COSTA RICA L7 COTE D'IVOIRE 1M CROATIA G3 CUBA G4 CYPRUS 2N CZECH REPUBLIC G7 DENMARK 1G DJIBOUTI G9 DOMINICA G8 DOMINICAN REPUBLIC H1 ECUADOR H2 EGYPT H3 EL SALVADOR H4 EQUATORIAL GUINEA 1J ERITREA 1H ESTONIA H5 ETHIOPIA H7 FALKLAND ISLANDS (MALVINAS) H6 FAROE ISLANDS H8 FIJI H9 FINLAND I0 FRANCE I3 FRENCH GUIANA I4 FRENCH POLYNESIA 2C FRENCH SOUTHERN TERRITORIES I5 GABON I6 GAMBIA 2Q GEORGIA 2M GERMANY J0 GHANA J1 GIBRALTAR J3 GREECE J4 GREENLAND J5 GRENADA J6 GUADELOUPE J8 GUATEMALA Y7 GUERNSEY J9 GUINEA S0 GUINEA -BISSAU K0 GUYANA K1 HAITI K4 HEARD ISLAND AND MCDONALD ISLANDS X4 HOLY SEE (VATICAN CITY STATE) K2 HONDURAS K3 HONG KONG K5 HUNGARY K6 ICELAND K7 INDIA K8 INDONESIA K9 IRAN, ISLAMIC REPUBLIC OF L0 IRAQ L2 IRELAND Y8 ISLE OF MAN L3 ISRAEL L6 ITALY L8 JAMAICA M0 JAPAN Y9 JERSEY M2 JORDAN 1P KAZAKSTAN M3 KENYA J2 KIRIBATI M4 KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF M5 KOREA, REPUBLIC OF M6 KUWAIT 1N KYRGYZSTAN M7 LAO PEOPLE'S DEMOCRATIC REPUBLIC 1R LATVIA M8 LEBANON M9 LESOTHO N0 LIBERIA N1 LIBYAN ARAB JAMAHIRIYA N2 LIECHTENSTEIN 1Q LITHUANIA N4 LUXEMBOURG N5 MACAU 1U MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF N6 MADAGASCAR N7 MALAWI N8 MALAYSIA N9 MALDIVES O0 MALI O1 MALTA 1T MARSHALL ISLANDS O2 MARTINIQUE O3 MAURITANIA O4 MAURITIUS 2P MAYOTTE O5 MEXICO 1K MICRONESIA, FEDERATED STATES OF 1S MOLDOVA, REPUBLIC OF O9 MONACO P0 MONGOLIA Z5 MONTENEGRO P1 MONTSERRAT P2 MOROCCO P3 MOZAMBIQUE E1 MYANMAR T6 NAMIBIA P5 NAURU P6 NEPAL P7 NETHERLANDS P8 NETHERLANDS ANTILLES 1W NEW CALEDONIA Q2 NEW ZEALAND Q3 NICARAGUA Q4 NIGER Q5 NIGERIA Q6 NIUE Q7 NORFOLK ISLAND 1V NORTHERN MARIANA ISLANDS Q8 NORWAY P4 OMAN R0 PAKISTAN 1Y PALAU 1X PALESTINIAN TERRITORY, OCCUPIED R1 PANAMA R2 PAPUA NEW GUINEA R4 PARAGUAY R5 PERU R6 PHILIPPINES R8 PITCAIRN R9 POLAND S1 PORTUGAL S3 QATAR S4 REUNION S5 ROMANIA 1Z RUSSIAN FEDERATION S6 RWANDA Z0 SAINT BARTHELEMY U8 SAINT HELENA U7 SAINT KITTS AND NEVIS U9 SAINT LUCIA Z1 SAINT MARTIN V0 SAINT PIERRE AND MIQUELON V1 SAINT VINCENT AND THE GRENADINES Y0 SAMOA S8 SAN MARINO S9 SAO TOME AND PRINCIPE T0 SAUDI ARABIA T1 SENEGAL Z2 SERBIA T2 SEYCHELLES T8 SIERRA LEONE U0 SINGAPORE 2B SLOVAKIA 2A SLOVENIA D7 SOLOMON ISLANDS U1 SOMALIA T3 SOUTH AFRICA 1L SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS U3 SPAIN F1 SRI LANKA V2 SUDAN V3 SURINAME L9 SVALBARD AND JAN MAYEN V6 SWAZILAND V7 SWEDEN V8 SWITZERLAND V9 SYRIAN ARAB REPUBLIC F5 TAIWAN, PROVINCE OF CHINA 2D TAJIKISTAN W0 TANZANIA, UNITED REPUBLIC OF W1 THAILAND Z3 TIMOR -LESTE W2 TOGO W3 TOKELAU W4 TONGA W5 TRINIDAD AND TOBAGO W6 TUNISIA W8 TURKEY 2E TURKMENISTAN W7 TURKS AND CAICOS ISLANDS 2G TUVALU W9 UGANDA 2H UKRAINE C0 UNITED ARAB EMIRATES X0 UNITED KINGDOM 2J UNITED STATES MINOR OUTLYING ISLANDS X3 URUGUAY 2K UZBEKISTAN 2L VANUATU X5 VENEZUELA Q1 VIET NAM D8 VIRGIN ISLANDS, BRITISH X8 WALLIS AND FUTUNA"
