Section,Field Name,Field Description
OFFERING,TOTALAMOUNTSOLD,Total amoun
OFFERING,TOTALREMAINING,Total remai
OFFERING,SALESAMTCLARIFICATIO,NOFRESP Clarificat
OFFERING,HASNONACCREDITEDINVE,STORS Select if s
OFFERING,NUMBERNONACCREDITEDI,NVESTORS Number of
OFFERING,TOTALNUMBERALREADYIN,VESTED Regardless
OFFERING,SALESCOMM_DOLLARAMOU,NT Sales Commi
OFFERING,USD,
OFFERING,SALESCOMM_ISESTIMATE,Estimate
OFFERING,FINDERSFEE_DOLLARAMO,UNT Finders Fe
OFFERING,FINDERSFEE_ISESTIMAT,E Estimate
OFFERING,FINDERFEECLARIFICATI,ONOFRESP Clarifica
OFFERING,GROSSPROCEEDSUSED_DO,LLARAMOUNT Provide
OFFERING,GROSSPROCEEDSUSED_IS,ESTIMATE Estimate
OFFERING,GROSSPROCEEDSUSED_CL,AROFRESP Clarifica
OFFERING,AUTHORIZEDREPRESENTA,TIVE I also am a
OFFERING,5.4  RECIPIENTS,
RECIPIENTS,ACCESSIONNUMBER,The 20-character
RECIPIENTS,RECIPIENT_SEQ_KEY,Recipient index k
RECIPIENTS,RECIPIENTNAME,Recipient
RECIPIENTS,RECIPIENTCRDNUMBER,Recipient CRD Num
RECIPIENTS,ASSOCIATEDBDNAME,(Associated) Brok
RECIPIENTS,ASSOCIATEDBDCRDNUMBE,R (Associated) Brok
RECIPIENTS,STREET,Street Address 1
RECIPIENTS,STREET,Street Address 2
RECIPIENTS,CITY,City
RECIPIENTS,STATEORCOUNTRY,State/Province/Co
RECIPIENTS,STATEORCOUNTRYDESCRI,PTION Full name of
RECIPIENTS,ZIPCODE,Zip/Postal Code
RECIPIENTS,STATES_OR_VALUE_LIST,List of States or
RECIPIENTS,DESCRIPTIONS_LIST,Full name of Stat
RECIPIENTS,FOREIGNSOLICITATION,Selected if the r
RECIPIENTS,5.5  RELATEDPERSONS,
RELATEDPERSONS,ACCESSIONNUMBER,The 20-character
RELATEDPERSONS,RELATEDPERSON_SEQ_KE,Y Related person in
RELATEDPERSONS,FIRSTNAME,First Name
RELATEDPERSONS,MIDDLENAME,Middle Name
RELATEDPERSONS,LASTNAME,Last Name
RELATEDPERSONS,STREET,Street Address 1
RELATEDPERSONS,STREET,Street Address 2
RELATEDPERSONS,CITY,City
RELATEDPERSONS,STATEORCOUNTRY,State/Province/Co
RELATEDPERSONS,STATEORCOUNTRYDESCRI,PTION Full name of
RELATEDPERSONS,ZIPCODE,Zip/Postal Code
RELATEDPERSONS,RELATIONSHIP_,Relationship of r
RELATEDPERSONS,RELATIONSHIP_,Relationship of r
RELATEDPERSONS,RELATIONSHIP_,Relationship of r
RELATEDPERSONS,RELATIONSHIPCLARIFIC,ATION Clarification
RELATEDPERSONS,5.6  SIGNATURES,
SIGNATURES,ACCESSIONNUMBER  T,he 20-character string
SIGNATURES,SIGNATURE_SEQ_KEY,Signature index key.
