Section,Field Name,Field Description
RELATEDPERSONS,RELATIONSHIPCLARIFIC,ATION Clarification of Response (if ALPHANUMERIC 255 Yes
RELATEDPERSONS,5.6 SIGNATURES,
SIGNATURES,ACCESSIONNU,MBER The 20-character string formed ALPHANUMERIC 20 No *
SIGNATURES,SIGNATURE_S,EQ_KEY Signature index key. NUMERIC 38 No *
SIGNATURES,ISSUERNAME,Name of Issuer ALPHANUMERIC 150 No
SIGNATURES,SIGNATURENA,ME Name of signature ALPHANUMERIC 30 No
SIGNATURES,NAMEOFSIGNE,R Full name of person signing the ALPHANUMERIC 150 No
SIGNATURES,SIGNATURETI,TLE Title of person signing the form. ALPHANUMERIC 60 No
SIGNATURES,SIGNATUREDA,TE Date of signature. ALPHANUMERIC 255 No
SIGNATURES,AL ALABAMA,
SIGNATURES,AK ALASKA,
SIGNATURES,AZ ARIZONA,
SIGNATURES,AR ARKANSAS,
SIGNATURES,CA CALIFORN,IA
SIGNATURES,CO COLORADO,
SIGNATURES,CT CONNECTI,CUT
SIGNATURES,DE DELAWARE,
SIGNATURES,DC DISTRICT,OF COLUMBIA
SIGNATURES,FL FLORIDA,
SIGNATURES,GA GEORGIA,
SIGNATURES,GU GUAM,
SIGNATURES,HI HAWAII,
SIGNATURES,ID IDAHO,
SIGNATURES,IL ILLINOIS,
SIGNATURES,IN INDIANA,
SIGNATURES,IA IOWA,
SIGNATURES,KS KANSAS,
SIGNATURES,KY KENTUCKY,
SIGNATURES,LA LOUISIAN,A
SIGNATURES,ME MAINE,
SIGNATURES,MD MARYLAND,
SIGNATURES,MA MASSACHU,SETTS
SIGNATURES,MI MICHIGAN,
SIGNATURES,MN MINNESOT,A
SIGNATURES,MS MISSISSI,PPI
SIGNATURES,MO MISSOURI,
SIGNATURES,MT MONTANA,
SIGNATURES,NE NEBRASKA,
SIGNATURES,NV NEVADA,
SIGNATURES,NH NEW HAMP,SHIRE
SIGNATURES,NJ NEW JERS,EY
SIGNATURES,NM NEW MEXI,CO
SIGNATURES,NY NEW YORK,
SIGNATURES,NC NORTH CA,ROLINA
SIGNATURES,ND NORTH DA,KOTA
SIGNATURES,OH OHIO,
SIGNATURES,OK OKLAHOMA,
SIGNATURES,OR OREGON,
SIGNATURES,PA PENNSYLV,ANIA
SIGNATURES,RI RHODE IS,LAND
SIGNATURES,SC SOUTH CA,ROLINA
SIGNATURES,SD SOUTH DA,KOTA
SIGNATURES,TN TENNESSE,E
SIGNATURES,TX TEXAS,
SIGNATURES,UT UTAH,
SIGNATURES,VT VERMONT,
SIGNATURES,VA VIRGINIA,
SIGNATURES,WA WASHINGT,ON
SIGNATURES,WV WEST VIR,GINIA
SIGNATURES,WI WISCONSI,N
SIGNATURES,WY WYOMING,
SIGNATURES,PR PUERTO R,ICO
SIGNATURES,VI VIRGIN I,"SLANDS, U.S."
SIGNATURES,"A0 ALBERTA,",CANADA
SIGNATURES,A1 BRITISH,"COLUMBIA, CANADA"
SIGNATURES,Z4 CANADA,FEDERAL LEVEL)
SIGNATURES,A2 MANITOBA,", CANADA"
SIGNATURES,A3 NEW BRUN,"SWICK, CANADA"
SIGNATURES,A4 NEWFOUND,"LAND, CANADA"
SIGNATURES,A5 NOVA SCO,"TIA, CANADA"
SIGNATURES,"A6 ONTARIO,",CANADA
SIGNATURES,A7 PRINCE E,"DWARD ISLAND, CANADA"
SIGNATURES,"A8 QUEBEC,",CANADA
SIGNATURES,A9 SASKATCH,"EWAN, CANADA"
SIGNATURES,"B0 YUKON, C",ANADA
SIGNATURES,B2 AFGHANIS,TAN
SIGNATURES,Y6 ALAND IS,LANDS
SIGNATURES,B3 ALBANIA,
SIGNATURES,B4 ALGERIA,
SIGNATURES,B5 AMERICAN,SAMOA
SIGNATURES,B6 ANDORRA,
SIGNATURES,B7 ANGOLA,
SIGNATURES,1A ANGUILLA,
SIGNATURES,B8 ANTARCTI,CA
SIGNATURES,B9 ANTIGUA,AND BARBUDA
SIGNATURES,C1 ARGENTIN,A
SIGNATURES,1B ARMENIA,
SIGNATURES,1C ARUBA,
SIGNATURES,C3 AUSTRALI,A
SIGNATURES,C4 AUSTRIA,
SIGNATURES,1D AZERBAIJ,AN
SIGNATURES,C5 BAHAMAS,
SIGNATURES,C6 BAHRAIN,
SIGNATURES,C7 BANGLADE,SH
SIGNATURES,C8 BARBADOS,
SIGNATURES,1F BELARUS,
SIGNATURES,C9 BELGIUM,
SIGNATURES,D1 BELIZE,
SIGNATURES,G6 BENIN,
SIGNATURES,D0 BERMUDA,
SIGNATURES,D2 BHUTAN,
SIGNATURES,D3 BOLIVIA,
SIGNATURES,1E BOSNIA A,ND HERZEGOVINA
SIGNATURES,B1 BOTSWANA,
SIGNATURES,1M,CROATIA
SIGNATURES,2N,CZECH REPUBLIC
SIGNATURES,1G,DJIBOUTI
SIGNATURES,H2 EGYPT,
SIGNATURES,H3 EL SALVA,DOR
SIGNATURES,H4 EQUATORI,AL GUINEA
SIGNATURES,1J ERITREA,
SIGNATURES,1H ESTONIA,
SIGNATURES,H5 ETHIOPIA,
SIGNATURES,H7 FALKLAND,ISLANDS (MALVINAS)
SIGNATURES,H6 FAROE IS,LANDS
SIGNATURES,H8 FIJI,
SIGNATURES,H9 FINLAND,
SIGNATURES,I0 FRANCE,
SIGNATURES,I3 FRENCH G,UIANA
SIGNATURES,I4 FRENCH P,OLYNESIA
SIGNATURES,2C FRENCH S,OUTHERN TERRITORIES
SIGNATURES,I5 GABON,
SIGNATURES,I6 GAMBIA,
SIGNATURES,2Q GEORGIA,
SIGNATURES,2M GERMANY,
SIGNATURES,J0 GHANA,
SIGNATURES,J1 GIBRALTA,R
SIGNATURES,J3 GREECE,
SIGNATURES,J4 GREENLAN,D
SIGNATURES,J5 GRENADA,
SIGNATURES,J6 GUADELOU,PE
SIGNATURES,J8 GUATEMAL,A
SIGNATURES,Y7 GUERNSEY,
SIGNATURES,J9 GUINEA,
SIGNATURES,S0 GUINEA-B,ISSAU
SIGNATURES,K0 GUYANA,
SIGNATURES,K1 HAITI,
SIGNATURES,K4 HEARD IS,LAND AND MCDONALD ISLANDS
SIGNATURES,X4 HOLY SEE,(VATICAN CITY STATE)
SIGNATURES,K2 HONDURAS,
SIGNATURES,K3 HONG KON,G
SIGNATURES,K5 HUNGARY,
SIGNATURES,K6 ICELAND,
SIGNATURES,K7 INDIA,
SIGNATURES,K8 INDONESI,A
SIGNATURES,"K9 IRAN, IS",LAMIC REPUBLIC OF
SIGNATURES,L0 IRAQ,
SIGNATURES,L2 IRELAND,
SIGNATURES,Y8 ISLE OF,MAN
SIGNATURES,L3 ISRAEL,
SIGNATURES,L6 ITALY,
SIGNATURES,L8 JAMAICA,
SIGNATURES,M0 JAPAN,
SIGNATURES,Y9 JERSEY,
SIGNATURES,M2 JORDAN,
SIGNATURES,1P KAZAKSTA,N
SIGNATURES,M3 KENYA,
SIGNATURES,J2 KIRIBATI,
SIGNATURES,"M4 KOREA, D",EMOCRATIC PEOPLE'S REPUBLIC OF
SIGNATURES,"M5 KOREA, R",EPUBLIC OF
SIGNATURES,M6 KUWAIT,
SIGNATURES,1N KYRGYZST,AN
SIGNATURES,M7 LAO PEOP,LE'S DEMOCRATIC REPUBLIC
SIGNATURES,1R LATVIA,
SIGNATURES,M8 LEBANON,
SIGNATURES,M9 LESOTHO,
SIGNATURES,N0 LIBERIA,
SIGNATURES,N1 LIBYAN A,RAB JAMAHIRIYA
SIGNATURES,N2 LIECHTEN,STEIN
SIGNATURES,1Q LITHUANI,A
SIGNATURES,N4 LUXEMBOU,RG
SIGNATURES,N5 MACAU,
SIGNATURES,1U MACEDONI,"A, THE FORMER YUGOSLAV REPUBLIC OF"
SIGNATURES,1T,MARSHALL ISLANDS
SIGNATURES,2P,MAYOTTE
SIGNATURES,1K,"MICRONESIA, FEDERATED STATES OF"
SIGNATURES,1S,"MOLDOVA, REPUBLIC OF"
SIGNATURES,1W,NEW CALEDONIA
SIGNATURES,1V,NORTHERN MARIANA ISLANDS
SIGNATURES,1Y,PALAU
SIGNATURES,1X,"PALESTINIAN TERRITORY, OCCUPIED"
SIGNATURES,1Z,RUSSIAN FEDERATION
SIGNATURES,2B,SLOVAKIA
SIGNATURES,2A,SLOVENIA
SIGNATURES,1L,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS
SIGNATURES,2D,TAJIKISTAN
SIGNATURES,2E,TURKMENISTAN
SIGNATURES,2G,TUVALU
SIGNATURES,2H,UKRAINE
SIGNATURES,2J,UNITED STATES MINOR OUTLYING ISLANDS
SIGNATURES,2K,UZBEKISTAN
SIGNATURES,2L,VANUATU
