Section,Field Name,Field Description
RELATEDPERSONS,NULL,Key
RELATEDPERSONS,RELATEDPERSON_SEQ_KEY,Related person index key.
RELATEDPERSONS,MIDDLENAME,First Name Middle Name
RELATEDPERSONS,CITY,Last Name Street Address 1 Street Address 2 City
RELATEDPERSONS,STATEORCOUNTRY,State/Province/Country
RELATEDPERSONS,NULL,Key
RELATEDPERSONS,STATEORCOUNTRYDESCRIPTION,Full name of the country or
RELATEDPERSONS,RELATIONSHIPCLARIFICATION,"Relationship of related person to issuer consisting of Executive Officer, Director, or Promoter. Relationship of related person to issuer consisting of Executive Officer, Director, or Promoter. Relationship of related person to issuer consisting of Executive Officer, Director, or Promoter. Clarification of Response (if Necessary)"
SIGNATURES,ACCESSIONNUMBER,The 20-character string formed from the 18-digit number assigned by the Commission to each EDGAR submission.
SIGNATURES,NULL,
SIGNATURES,SIGNATURE_SEQ_KEY,Signature index key.
SIGNATURES,ISSUERNAME,Name of Issuer
SIGNATURES,SIGNATURENAME,Name of signature
SIGNATURES,NAMEOFSIGNER,Full name of person signing the form.
SIGNATURES,SIGNATURETITLE,Title of person signing the form.
SIGNATURES,SIGNATUREDATE,
