Section,Field Name,Field Description
ISSUERS,EDGAR_PREVIOUSNAME_1,
ISSUERS,EDGAR,Previous Name 1
ISSUERS,EDGAR_PREVIOUSNAME_2,
ISSUERS,EDGAR,Previous Name 2
ISSUERS,EDGAR_PREVIOUSNAME_3,
ISSUERS,EDGAR,Previous Name 3
ISSUERS,ENTITYTYPE,Entity type Description of Entity Type when indicated as 'Other' in Entity Type Year of Incorporation/Organization (Specify Year) Within Last Five Years (Specify Year) Year of Incorporation value entered
ISSUERS,ENTITYTYPEOTHERDESC,
ISSUERS,YEAROFINC_TIMESPAN_CHOICE,
ISSUERS,YEAROFINC_VALUE_ENTERED,
OFFERING,ACCESSIONNUMBER,The 20-character string formed from the 18- digit number assigned by the Commission to each EDGAR submission.
OFFERING,INDUSTRYGROUPTYPE,(nnnnnnnnnn- nn-nnnnnn) Type of Industry
OFFERING,INVESTMENTFUNDTYPE,
OFFERING,IS40ACT,Max Size
OFFERING,NULL,Key
OFFERING,REVENUERANGE,Revenue Range
OFFERING,AGGREGATENETASSETVALUERANGE,Field Name Field Description Format Max Size May be Key Pooled Investment Fund Interests Tenant-in-Common Securities Mineral Property Securities
OFFERING,FEDERALEXEMPTIONS_ITEMS_LIST,
OFFERING,ISAMENDMENT,
OFFERING,PREVIOUSACCESSIONNUMBER,Other (describe)
OFFERING,SALE_DATE,
OFFERING,YETTOOCCUR,
OFFERING,MORETHANONEYEAR,
OFFERING,ISEQUITYTYPE,
OFFERING,ISDEBTTYPE,
OFFERING,ISOPTIONTOACQUIRETYPE,
OFFERING,ISSECURITYTOBEACQUIREDTYPE,
OFFERING,ISPOOLEDINVESTMENTFUNDTYPE,
OFFERING,ISTENANTINCOMMONTYPE,
OFFERING,ISMINERALPROPERTYTYPE,
OFFERING,ISOTHERTYPE,"Description of Pooled Investment Type when indicated as 'Other' in 'OtherType' as Pooled Investment Type Is this offering being made in connection with a business combination transaction, such as a merger, acquisition, or exchange offer? Clarification of Response (if Necessary) Minimum investment accepted from any outside investor"
OFFERING,DESCRIPTIONOFOTHERTYPE,
OFFERING,ISBUSINESSCOMBINATIONTRANS,
OFFERING,BUSCOMBCLARIFICATIONOFRESP,
OFFERING,MINIMUMINVESTMENTACCEPTED,
OFFERING,OVER100RECIPIENTFLAG,Over 100 recipients
OFFERING,TOTALOFFERINGAMOUNT,Total offering amount
OFFERING,TOTALAMOUNTSOLD,
OFFERING,TOTALREMAINING,
OFFERING,SALESAMTCLARIFICATIONOFRESP,
OFFERING,HASNONACCREDITEDINVESTORS,
OFFERING,NUMBERNONACCREDITEDINVESTORS,
OFFERING,SALESCOMM_ISESTIMATE,Estimate
OFFERING,FINDERSFEE_DOLLARAMOUNT,Finders  Fee USD
OFFERING,TOTALNUMBERALREADYINVESTED,"Regardless of whether securities in the offering have been or may be sold to persons who do not qualify as accredited investors, enter the total number of investors who already have invested in the offering. Sales Commissions, Estimate Clarification of Response (if Necessary)"
OFFERING,SALESCOMM_DOLLARAMOUNT,
OFFERING,USD,
OFFERING,FINDERSFEE_ISESTIMATE,
OFFERING,FINDERFEECLARIFICATIONOFRESP,
OFFERING,GROSSPROCEEDSUSED_DOLLARAMOUNT,"Provide the amount of the gross proceeds of the offering that has been or is proposed to be used for payments to any of the persons required to be named as executive officers, directors, or promoters in response to Item 3 above. If the amount is unknown, provide an estimate and check the box next to the amount. USD"
OFFERING,GROSSPROCEEDSUSED_CLAROFRESP,Clarification of Response (if Necessary) I also am a duly authorized representative of the other Issuer(s) in Item
OFFERING,AUTHORIZEDREPRESENTATIVE,to sign on their behalf. 5.4       RECIPIENTS Estimate
OFFERING,GROSSPROCEEDSUSED_ISESTIMATE,
RECIPIENTS,ACCESSIONNUMBER,The 20-character string formed from the 18-digit number assigned by the Commission to each EDGAR submission.
RECIPIENTS,NULL,Key
RECIPIENTS,RECIPIENT_SEQ_KEY,Recipient index key.
RECIPIENTS,RECIPIENTNAME,Recipient
RECIPIENTS,RECIPIENTCRDNUMBER,Recipient CRD Number
RECIPIENTS,ASSOCIATEDBDNAME,(Associated) Broker or Dealer
RECIPIENTS,ASSOCIATEDBDCRDNUMBER,(Associated) Broker or Dealer
RECIPIENTS,CRD,Number
RECIPIENTS,STREET1,Street Address 1 Street Address 2 City
RECIPIENTS,STREET2,
RECIPIENTS,CITY,
RECIPIENTS,STATEORCOUNTRY,State/Province/Country
RECIPIENTS,STATEORCOUNTRYDESCRIPTION,Full name of the country or
RECIPIENTS,ZIPCODE,Zip/Postal Code
RECIPIENTS,STATES_OR_VALUE_LIST,List of States or Countries of Recipients Full name of States or Countries of Recipients Selected if the recipient has solicited sales in foreign countries.
RECIPIENTS,DESCRIPTIONS_LIST,
RECIPIENTS,FOREIGNSOLICITATION,
RELATEDPERSONS,ACCESSIONNUMBER,The 20-character string formed from the 18-digit number assigned by the Commission to each EDGAR submission.
RELATEDPERSONS,NULL,Key
RELATEDPERSONS,RELATEDPERSON_SEQ_KEY,Related person index key.
RELATEDPERSONS,FIRSTNAME,First Name Middle Name
RELATEDPERSONS,MIDDLENAME,
RELATEDPERSONS,LASTNAME,Last Name Street Address 1 Street Address 2 City
RELATEDPERSONS,STREET1,
RELATEDPERSONS,STREET2,
RELATEDPERSONS,CITY,
RELATEDPERSONS,STATEORCOUNTRY,State/Province/Country
RELATEDPERSONS,NULL,Key
RELATEDPERSONS,STATEORCOUNTRYDESCRIPTION,Full name of the country or
RELATEDPERSONS,ZIPCODE,"Relationship of related person to issuer consisting of Executive Officer, Director, or Promoter. Relationship of related person to issuer consisting of Executive Officer, Director, or Promoter. Relationship of related person to issuer consisting of Executive Officer, Director, or Promoter. Clarification of Response (if Necessary)"
RELATEDPERSONS,RELATIONSHIP_1,
RELATEDPERSONS,RELATIONSHIP_2,
RELATEDPERSONS,RELATIONSHIP_3,
RELATEDPERSONS,RELATIONSHIPCLARIFICATION,
SIGNATURES,ACCESSIONNUMBER,The 20-character string formed from the 18-digit number assigned by the Commission to each EDGAR submission.
SIGNATURES,NULL,
SIGNATURES,SIGNATURE_SEQ_KEY,Signature index key.
SIGNATURES,ISSUERNAME,Name of Issuer Name of signature Full name of person signing the form.
SIGNATURES,SIGNATURENAME,
SIGNATURES,NAMEOFSIGNER,
SIGNATURES,SIGNATURETITLE,Title of person signing the form.
SIGNATURES,SIGNATUREDATE,
